,temp,design,group,inst,CTR,FreqRef (kHz),DOUT,Freq (kHz),Ivdd (A),Ivdd1v8 (A)
0,-10,0,0,0,14,32.768,32391,2.0244375,2.2372411406250007e-06,2.9071922916666645e-06
1,-10,0,0,1,14,32.768,31714,1.9821250000000001,2.329496039106144e-06,2.976787877094973e-06
2,-10,0,0,2,14,32.768,1,6.25e-05,2.052013232394365e-06,2.826335492957747e-06
3,-10,0,0,3,14,32.768,0,0.0,1.7268226436781613e-07,2.9209338314176256e-06
4,-10,0,1,0,14,32.768,52255,3.2659375,2.688947006756757e-06,3.0242914189189194e-06
5,-10,0,1,1,14,32.768,1,6.25e-05,2.06341125e-06,2.756728690476191e-06
6,-10,0,1,2,14,32.768,1,6.25e-05,2.854712816091955e-06,2.9396817816091953e-06
7,-10,0,1,3,14,32.768,0,0.0,1.784284099616859e-07,2.882064904214559e-06
8,-10,0,2,0,14,32.768,52404,3.27525,2.2782789489795933e-06,2.905239132653063e-06
9,-10,0,2,1,14,32.768,0,0.0,1.9465471641791046e-07,2.9125741044776105e-06
10,-10,0,2,2,14,32.768,0,0.0,1.7152084291187753e-07,2.910289693486591e-06
11,-10,0,2,3,14,32.768,0,0.0,2.0219982462686557e-07,2.9238601492537336e-06
12,-10,0,3,0,14,32.768,0,0.0,2.033235882352942e-07,2.9410956617647055e-06
13,-10,0,3,1,14,32.768,0,0.0,1.9191233082706773e-07,2.9484654135338336e-06
14,-10,0,3,2,14,32.768,0,0.0,1.7324835496183207e-07,2.918570267175574e-06
15,-10,0,3,3,14,32.768,886,0.055375,1.9841339926739923e-07,2.9480756776556767e-06
16,-10,0,4,0,14,32.768,0,0.0,1.888334046692607e-07,2.926715992217899e-06
17,-10,0,4,1,14,32.768,2852,0.17825,2.015992856459329e-06,2.936760861244018e-06
18,-10,0,4,2,14,32.768,2735,0.1709375,1.9304983004926104e-06,2.963032463054186e-06
19,-10,0,4,3,14,32.768,2065,0.1290625,1.8519252820512824e-06,2.9654781538461542e-06
20,-10,0,5,0,14,32.768,4030,0.251875,1.6733867630331754e-06,2.940664786729858e-06
21,-10,0,5,1,14,32.768,4274,0.267125,2.204772880829015e-06,2.9239173575129537e-06
22,-10,0,5,2,14,32.768,3969,0.2480625,2.3714712613636375e-06,2.906474772727274e-06
23,-10,0,5,3,14,32.768,2889,0.18056250000000001,1.4047684238095246e-06,2.9299492857142847e-06
24,-10,0,6,0,14,32.768,7426,0.464125,2.0383216778846143e-06,2.9249350480769227e-06
25,-10,0,6,1,14,32.768,1,6.25e-05,2.13930854861111e-06,2.7471472222222215e-06
26,-10,0,6,2,14,32.768,0,0.0,1.920275747126436e-07,2.866636091954021e-06
27,-10,0,6,3,14,32.768,2842,0.177625,1.5534301601941738e-06,2.903449466019419e-06
28,-10,0,7,0,14,32.768,1,6.25e-05,2.0776333899371066e-06,2.8239177358490563e-06
29,-10,0,7,1,14,32.768,0,0.0,1.9286973333333332e-07,2.9102493703703697e-06
30,-10,0,7,2,14,32.768,3980,0.24875,1.122494845e-06,2.9368317e-06
31,-10,0,7,3,14,32.768,3197,0.1998125,1.1161265000000002e-06,2.898623217821783e-06
32,-10,1,0,0,7,32.768,0,0.0,2.066101385767791e-07,3.4001129588014965e-06
33,-10,1,0,1,7,32.768,0,0.0,1.9001135205992522e-07,3.3743850936329596e-06
34,-10,1,0,2,7,32.768,1,0.008,2.3979139515151505e-06,3.251060969696967e-06
35,-10,1,0,3,7,32.768,1,0.008,1.4512023857142864e-06,3.3240877142857146e-06
36,-10,1,1,0,7,32.768,1,0.008,2.0803420275862064e-06,3.5743709655172407e-06
37,-10,1,1,1,7,32.768,0,0.0,1.875066902985074e-07,3.6794378358208948e-06
38,-10,1,1,2,7,32.768,0,0.0,1.4929204198473284e-07,3.820522977099237e-06
39,-10,1,1,3,7,32.768,1,0.008,1.4153920261437914e-06,3.571601437908496e-06
40,-10,1,2,0,7,32.768,0,0.0,2.2080351503759406e-07,3.841951766917291e-06
41,-10,1,2,1,7,32.768,1,0.008,2.071221697986576e-06,3.917508791946307e-06
42,-10,1,2,2,7,32.768,1,0.008,1.9048687823129247e-06,3.7869936734693877e-06
43,-10,1,2,3,7,32.768,0,0.0,1.955292962962964e-07,3.988546629629629e-06
44,-10,1,3,0,7,32.768,0,0.0,1.8786131320754739e-07,4.055530792452831e-06
45,-10,1,3,1,7,32.768,1,0.008,2.3807898775510205e-06,4.176455850340137e-06
46,-10,1,3,2,7,32.768,1,0.008,1.8796909459459444e-06,4.025414932432431e-06
47,-10,1,3,3,7,32.768,0,0.0,1.7086182181818184e-07,4.261728727272723e-06
48,-10,1,4,0,7,32.768,0,0.0,1.7487663636363637e-07,3.2069666666666682e-06
49,-10,1,4,1,7,32.768,1,0.008,1.9585126013513516e-06,3.1199996621621632e-06
50,-10,1,4,2,7,32.768,0,0.0,1.816602490566039e-07,3.2022709811320773e-06
51,-10,1,4,3,7,32.768,0,0.0,2.0325573461538462e-07,3.219699884615384e-06
52,-10,1,5,0,7,32.768,0,0.0,1.725791589147286e-07,3.36181972868217e-06
53,-10,1,5,1,7,32.768,1,0.008,2.3901361324503306e-06,3.362308013245035e-06
54,-10,1,5,2,7,32.768,1,0.008,2.6202037616279075e-06,3.317901744186047e-06
55,-10,1,5,3,7,32.768,0,0.0,1.7308520754716973e-07,3.3916735849056578e-06
56,-10,1,6,0,7,32.768,1,0.008,1.5835098169014082e-06,3.368415704225351e-06
57,-10,1,6,1,7,32.768,0,0.0,1.7555919622641518e-07,3.57011079245283e-06
58,-10,1,6,2,7,32.768,0,0.0,2.014843735849054e-07,3.4886158490566044e-06
59,-10,1,6,3,7,32.768,0,0.0,1.8238732075471686e-07,3.4501043396226408e-06
60,-10,1,7,0,7,32.768,1,0.008,2.117703064102563e-06,3.7794953205128174e-06
61,-10,1,7,1,7,32.768,1,0.008,1.3046801073825507e-06,3.4816632214765098e-06
62,-10,1,7,2,7,32.768,0,0.0,1.9857336194029826e-07,3.734826641791046e-06
63,-10,1,7,3,7,32.768,0,0.0,1.9650792619926185e-07,3.6693043173431716e-06
