,temp,design,group,inst,CTR,FreqRef (kHz),DOUT,Freq (kHz),Ivdd (A),Ivdd1v8 (A)
0,-30,0,0,0,14,32.768,11846,0.740375,2.4203661959799e-06,6.795259798994974e-06
1,-30,0,0,1,14,32.768,7700,0.48125,1.997786499999999e-06,6.643577373737377e-06
2,-30,0,0,2,14,32.768,1,6.25e-05,2.4586006227544925e-06,6.657182634730542e-06
3,-30,0,0,3,14,32.768,0,0.0,1.8268709259259252e-07,6.857035407407411e-06
4,-30,0,1,0,14,32.768,11181,0.6988125000000001,2.257905668246445e-06,6.874433838862559e-06
5,-30,0,1,1,14,32.768,1,6.25e-05,1.3664455422535212e-06,6.57513161971831e-06
6,-30,0,1,2,14,32.768,1,6.25e-05,1.952374148148149e-06,6.663177407407411e-06
7,-30,0,1,3,14,32.768,0,0.0,1.6791915730337083e-07,6.79679531835206e-06
8,-30,0,2,0,14,32.768,15421,0.9638125000000001,1.3074702565445014e-06,6.936740261780103e-06
9,-30,0,2,1,14,32.768,0,0.0,1.683485055762083e-07,6.789681375464683e-06
10,-30,0,2,2,14,32.768,0,0.0,1.9081342007434918e-07,6.8672995910780695e-06
11,-30,0,2,3,14,32.768,0,0.0,1.8165393869731795e-07,6.832817011494254e-06
12,-30,0,3,0,14,32.768,0,0.0,1.869308875968992e-07,6.846318255813951e-06
13,-30,0,3,1,14,32.768,0,0.0,1.8035855018587361e-07,6.828821524163573e-06
14,-30,0,3,2,14,32.768,0,0.0,1.6121486080586071e-07,6.871118498168495e-06
15,-30,0,3,3,14,32.768,0,0.0,1.8847588644688641e-07,6.7688278021977984e-06
16,-30,0,4,0,14,32.768,0,0.0,2.219307137404581e-07,6.828825419847327e-06
17,-30,0,4,1,14,32.768,1527,0.09543750000000001,1.3512216907216494e-06,6.765341855670104e-06
18,-30,0,4,2,14,32.768,2260,0.14125000000000001,1.347123893048129e-06,6.9293053475935845e-06
19,-30,0,4,3,14,32.768,870,0.054375,1.2182922183908038e-06,6.877230344827585e-06
20,-30,0,5,0,14,32.768,662,0.041375,1.2355069358288774e-06,6.795930641711229e-06
21,-30,0,5,1,14,32.768,1558,0.097375,2.383120760869565e-06,6.830267173913042e-06
22,-30,0,5,2,14,32.768,3377,0.21106250000000001,2.099806620111732e-06,6.841489944134076e-06
23,-30,0,5,3,14,32.768,757,0.0473125,8.341641741293535e-07,6.792855970149255e-06
24,-30,0,6,0,14,32.768,0,0.0,1.599759310344828e-07,6.961341302681995e-06
25,-30,0,6,1,14,32.768,1,6.25e-05,2.692286624999999e-06,6.798041927083338e-06
26,-30,0,6,2,14,32.768,0,0.0,2.0263428624535306e-07,6.869629182156138e-06
27,-30,0,6,3,14,32.768,543,0.0339375,9.987787248677247e-07,6.834164391534394e-06
