,temp,design,group,inst,CTR,FreqRef (kHz),DOUT,Freq (kHz),Ivdd (A),Ivdd1v8 (A)
0,90,0,0,0,13,32.768,0,0.0,2.582982705882354e-07,6.708848039215688e-06
1,90,0,0,1,13,32.768,2557652,319.7065,0.00015024737662337664,6.8838122510822525e-06
2,90,0,0,2,13,32.768,2462147,307.768375,0.00014479467965367965,6.880150562770563e-06
3,90,0,0,3,13,32.768,2406145,300.768125,0.000140852987012987,6.820339437229436e-06
4,90,0,1,0,13,32.768,4227478,528.43475,0.0002478351779661018,7.262785000000001e-06
5,90,0,1,1,13,32.768,1,0.000125,2.7636722937853123e-06,6.5053698870056515e-06
6,90,0,1,2,13,32.768,2902539,362.817375,0.00017124316956521743,7.102061652173917e-06
7,90,0,1,3,13,32.768,0,0.0,2.8246829056603766e-07,6.519544075471698e-06
8,90,0,2,0,13,32.768,4083639,510.454875,0.0002391560593220338,7.215991652542373e-06
9,90,0,2,1,13,32.768,0,0.0,2.40046041198502e-07,6.480533595505618e-06
10,90,0,2,2,13,32.768,3527430,440.92875000000004,0.0002062484401709401,7.252961068376066e-06
11,90,0,2,3,13,32.768,3311941,413.99262500000003,0.00019428665384615387,7.236572264957273e-06
12,90,0,3,0,13,32.768,0,0.0,2.876725675675675e-07,6.6291208108108025e-06
13,90,0,3,1,13,32.768,3792639,474.079875,0.00022163740000000012,7.4113059565217355e-06
14,90,0,3,2,13,32.768,3848802,481.10025,0.0002254068033472803,7.611401924686194e-06
15,90,0,3,3,13,32.768,3331381,416.422625,0.00019606381140350876,7.303931008771931e-06
16,90,0,4,0,13,32.768,620418,77.55225,3.516151904761908e-05,6.704737316017319e-06
17,90,0,4,1,13,32.768,562866,70.35825,3.4823344400000016e-05,6.685323199999999e-06
18,90,0,4,2,13,32.768,522817,65.352125,3.1768480519480534e-05,6.910168744588745e-06
19,90,0,4,3,13,32.768,413632,51.704,2.5952199107142857e-05,6.81630232142857e-06
20,90,0,5,0,13,32.768,912274,114.03425,5.485272735849055e-05,7.095685707547168e-06
21,90,0,5,1,13,32.768,785295,98.16187500000001,4.6866350925925913e-05,6.901623055555555e-06
22,90,0,5,2,13,32.768,684018,85.50225,4.196827023809525e-05,6.872321904761906e-06
23,90,0,5,3,13,32.768,532006,66.50075,3.263994185022027e-05,6.817529955947133e-06
24,90,0,6,0,13,32.768,1160938,145.11725,6.733464744525549e-05,6.6961606569343095e-06
25,90,0,6,1,13,32.768,790844,98.8555,4.848986058394163e-05,6.530219270072992e-06
26,90,0,6,2,13,32.768,765934,95.74175,4.552991687763712e-05,6.542860126582275e-06
27,90,0,6,3,13,32.768,578113,72.264125,3.530942399999999e-05,6.649468711111113e-06
28,90,0,7,0,13,32.768,1,0.000125,2.7243777543859646e-06,6.410137777777775e-06
29,90,0,7,1,13,32.768,978557,122.319625,5.890209127906974e-05,6.69471831395349e-06
30,90,0,7,2,13,32.768,714683,89.335375,8.933037906976746e-05,6.632666821705425e-06
31,90,0,7,3,13,32.768,637315,79.664375,3.84624403433476e-05,6.417393133047208e-06
32,90,1,0,0,6,32.768,0,0.0,2.9147874400000006e-07,1.1341761599999997e-05
33,90,1,0,1,6,32.768,1,0.016,2.3248581372549028e-06,1.1299243790849675e-05
34,90,1,0,2,6,32.768,1,0.016,2.028421031055901e-06,1.0732736645962735e-05
35,90,1,0,3,6,32.768,1,0.016,2.6768421751412437e-06,1.1826724858757061e-05
36,90,1,1,0,6,32.768,1,0.016,1.4968146134969322e-06,1.2997957668711653e-05
37,90,1,1,1,6,32.768,0,0.0,2.440820534351146e-07,1.3900007633587783e-05
38,90,1,1,2,6,32.768,0,0.0,2.6101763396226435e-07,1.3798266037735851e-05
39,90,1,1,3,6,32.768,1,0.016,1.8046085030303025e-06,1.3347653333333325e-05
40,90,1,2,0,6,32.768,0,0.0,2.4982387644787653e-07,1.5134540540540541e-05
41,90,1,2,1,6,32.768,1,0.016,3.0187940939226517e-06,1.5139864640883973e-05
42,90,1,2,2,6,32.768,1,0.016,1.4700428292682917e-06,1.564234512195121e-05
43,90,1,2,3,6,32.768,0,0.0,2.7586750193050194e-07,1.5293518918918907e-05
44,90,1,3,0,6,32.768,1,0.016,1.3469524407894741e-06,1.660540526315789e-05
45,90,1,3,1,6,32.768,1,0.016,2.4542252267441858e-06,1.6630632558139513e-05
46,90,1,3,2,6,32.768,0,0.0,2.860091106870229e-07,1.7231240458015253e-05
47,90,1,3,3,6,32.768,0,0.0,2.369148515625001e-07,1.7112609765624998e-05
48,90,1,4,0,6,32.768,1,0.016,2.4851680857142844e-06,9.966309378571424e-06
49,90,1,4,1,6,32.768,1,0.016,3.0880248558558548e-06,1.0645571639639635e-05
50,90,1,4,2,6,32.768,661592,10698.021999999999,2.629901117318436e-07,8.667772357541893e-06
51,90,1,4,3,6,32.768,0,0.0,2.509173968253968e-07,7.54640537037037e-06
52,90,1,5,0,6,32.768,1,0.016,1.4168824225352114e-06,1.1303251408450695e-05
53,90,1,5,1,6,32.768,1,0.016,2.1611234252873573e-06,1.158910574712643e-05
54,90,1,5,2,6,32.768,1,0.016,2.7598137670454542e-06,1.1565685795454547e-05
55,90,1,5,3,6,32.768,0,0.0,2.8319692045454545e-07,1.1292716666666654e-05
56,90,1,6,0,6,32.768,1,0.016,1.9394547210884347e-06,1.2281663265306122e-05
57,90,1,6,1,6,32.768,0,0.0,2.7384012790697695e-07,1.3126355426356587e-05
58,90,1,6,2,6,32.768,0,0.0,2.676773946360151e-07,1.2967360536398465e-05
59,90,1,6,3,6,32.768,0,0.0,2.4437172243346e-07,1.2708241825095057e-05
60,90,1,7,0,6,32.768,1,0.016,2.58085991025641e-06,1.4971264743589745e-05
61,90,1,7,1,6,32.768,1,0.016,1.9746580718954243e-06,1.4096674509803927e-05
62,90,1,7,2,6,32.768,0,0.0,2.710140223880597e-07,1.4254988805970147e-05
63,90,1,7,3,6,32.768,0,0.0,2.4058460594795515e-07,1.3783425278810418e-05
