,temp,design,group,inst,CTR,FreqRef (kHz),DOUT,Freq0 (kHz),Freq1 (kHz)
0,50,0,0,0,6,32.768,4357,69.712,69.456
1,50,0,0,1,6,32.768,4867,77.872,77.648
2,50,0,0,2,6,32.768,4264,68.224,68.06400000000001
3,50,0,0,3,6,32.768,4425,70.8,70.688
4,50,0,1,0,6,32.768,8289,132.624,132.38400000000001
5,50,0,1,1,6,32.768,835,13.36,14.288
6,50,0,1,2,6,32.768,5508,88.128,87.632
7,50,0,1,3,6,32.768,4294,68.70400000000001,68.608
8,50,0,2,0,6,32.768,2,0.032,0.016
9,50,0,2,1,6,32.768,2,0.032,0.048
10,50,0,2,2,6,32.768,6252,100.032,99.952
11,50,0,2,3,6,32.768,5693,91.08800000000001,91.008
12,50,0,3,0,6,32.768,12432,198.912,198.816
13,50,0,3,1,6,32.768,8379,134.064,133.984
14,50,0,3,2,6,32.768,1082,17.312,17.312
15,50,0,3,3,6,32.768,5752,92.032,92.048
16,50,0,4,0,7,32.768,2074,16.592,16.6
17,50,0,4,1,7,32.768,2164,17.312,17.288
18,50,0,4,2,7,32.768,1213,9.704,9.696
19,50,0,4,3,7,32.768,1278,10.224,10.216000000000001
20,50,0,5,0,7,32.768,0,0.0,0.0
21,50,0,5,1,7,32.768,0,0.0,0.0
22,50,0,5,2,7,32.768,1833,14.664,14.664
23,50,0,5,3,7,32.768,1514,12.112,12.104000000000001
24,50,0,6,0,7,32.768,3358,26.864,26.848
25,50,0,6,1,7,32.768,2354,18.832,18.832
26,50,0,6,2,7,32.768,1838,14.704,14.696
27,50,0,6,3,7,32.768,491,3.928,3.8080000000000003
28,50,0,7,0,7,32.768,0,0.0,0.0
29,50,0,7,1,7,32.768,0,0.0,0.0
30,50,0,7,2,7,32.768,2585,20.68,20.656
31,50,0,7,3,7,32.768,2109,16.872,16.872
32,50,1,0,0,0,32.768,29545,30254.08,30104.576
33,50,1,0,1,0,32.768,0,0.0,0.0
34,50,1,0,2,0,32.768,29349,30053.376,30167.04
35,50,1,0,3,0,32.768,21603,22121.472,22216.704
36,50,1,1,0,0,32.768,43996,45051.904,45039.616
37,50,1,1,1,0,32.768,0,0.0,0.0
38,50,1,1,2,0,32.768,37549,38450.176,38349.824
39,50,1,1,3,0,32.768,36432,37306.368,37435.392
40,50,1,2,0,0,32.768,62180,63672.32,63936.512
41,50,1,2,1,0,32.768,1,1.024,1.024
42,50,1,2,2,0,32.768,1,1.024,1.024
43,50,1,2,3,0,32.768,41775,42777.6,42716.16
44,50,1,3,0,0,32.768,0,0.0,9.216000000000001
45,50,1,3,1,0,32.768,39534,40482.816,44012.544
46,50,1,3,2,0,32.768,59730,61163.520000000004,61119.488000000005
47,50,1,3,3,0,32.768,50492,51703.808000000005,51485.696
48,50,1,4,0,0,32.768,22725,23270.4,23166.976
49,50,1,4,1,0,32.768,0,0.0,0.0
50,50,1,4,2,0,32.768,1,1.024,1.024
51,50,1,4,3,0,32.768,14759,15113.216,15180.800000000001
52,50,1,5,0,0,32.768,0,0.0,0.0
53,50,1,5,1,0,32.768,1,1.024,1.024
54,50,1,5,2,0,32.768,25151,25754.624,25718.784
55,50,1,5,3,0,32.768,19147,19606.528000000002,19625.984
56,50,1,6,0,0,32.768,42263,43277.312,43453.44
57,50,1,6,1,0,32.768,0,0.0,0.0
58,50,1,6,2,0,32.768,29140,29839.36,29845.504
59,50,1,6,3,0,32.768,26216,26845.184,26800.128
60,50,1,7,0,0,32.768,1,1.024,1.024
61,50,1,7,1,0,32.768,0,0.0,0.0
62,50,1,7,2,0,32.768,38110,39024.64,39207.936
63,50,1,7,3,0,32.768,31222,31971.328,32074.752
