,temp,design,group,inst,CTR,FreqRef (kHz),DOUT,Freq0 (kHz),Freq1 (kHz)
0,-20,0,0,0,6,32.768,69,1.104,1.104
1,-20,0,0,1,6,32.768,2,0.032,0.032
2,-20,0,0,2,6,32.768,167,2.672,2.432
3,-20,0,0,3,6,32.768,1,0.016,0.016
4,-20,0,1,0,6,32.768,0,0.0,0.0
5,-20,0,1,1,6,32.768,254,4.064,1.68
6,-20,0,1,2,6,32.768,0,0.0,0.0
7,-20,0,1,3,6,32.768,69,1.104,1.12
8,-20,0,2,0,6,32.768,1,0.016,0.016
9,-20,0,2,1,6,32.768,1,0.016,0.016
10,-20,0,2,2,6,32.768,114,1.824,1.84
11,-20,0,2,3,6,32.768,0,0.0,0.0
12,-20,0,3,0,6,32.768,206,3.2960000000000003,3.2960000000000003
13,-20,0,3,1,6,32.768,1,0.016,0.016
14,-20,0,3,2,6,32.768,0,0.0,0.0
15,-20,0,3,3,6,32.768,1,0.016,0.016
16,-20,0,4,0,7,32.768,1,0.008,0.008
17,-20,0,4,1,7,32.768,23,0.184,0.176
18,-20,0,4,2,7,32.768,12,0.096,0.08
19,-20,0,4,3,7,32.768,12,0.096,0.096
20,-20,0,5,0,7,32.768,0,0.0,0.0
21,-20,0,5,1,7,32.768,15,0.12,0.0
22,-20,0,5,2,7,32.768,17,0.136,0.136
23,-20,0,5,3,7,32.768,17,0.136,0.136
24,-20,0,6,0,7,32.768,2,0.016,0.10400000000000001
25,-20,0,6,1,7,32.768,35,0.28,0.24
26,-20,0,6,2,7,32.768,14,0.112,0.10400000000000001
27,-20,0,6,3,7,32.768,3,0.024,0.008
28,-20,0,7,0,7,32.768,1,0.008,0.008
29,-20,0,7,1,7,32.768,0,0.0,0.0
30,-20,0,7,2,7,32.768,139,1.112,1.256
31,-20,0,7,3,7,32.768,38,0.304,0.28
32,-20,1,0,0,0,32.768,4924,5042.176,5052.416
33,-20,1,0,1,0,32.768,0,0.0,0.0
34,-20,1,0,2,0,32.768,0,0.0,0.0
35,-20,1,0,3,0,32.768,3973,4068.352,3996.672
36,-20,1,1,0,0,32.768,7868,8056.832,8038.400000000001
37,-20,1,1,1,0,32.768,0,0.0,0.0
38,-20,1,1,2,0,32.768,7711,7896.064,7906.304
39,-20,1,1,3,0,32.768,1,1.024,1.024
40,-20,1,2,0,0,32.768,1,1.024,2.048
41,-20,1,2,1,0,32.768,1,1.024,1.024
42,-20,1,2,2,0,32.768,1,1.024,1.024
43,-20,1,2,3,0,32.768,0,0.0,0.0
44,-20,1,3,0,0,32.768,0,0.0,0.0
45,-20,1,3,1,0,32.768,0,0.0,0.0
46,-20,1,3,2,0,32.768,0,0.0,0.0
47,-20,1,3,3,0,32.768,0,0.0,0.0
48,-20,1,4,0,0,32.768,1,1.024,1.024
49,-20,1,4,1,0,32.768,0,0.0,0.0
50,-20,1,4,2,0,32.768,1,1.024,1.024
51,-20,1,4,3,0,32.768,2410,2467.84,2473.984
52,-20,1,5,0,0,32.768,0,0.0,0.0
53,-20,1,5,1,0,32.768,1,1.024,1.024
54,-20,1,5,2,0,32.768,4252,4354.048,4338.688
55,-20,1,5,3,0,32.768,2807,2874.368,2859.0080000000003
56,-20,1,6,0,0,32.768,6803,6966.272,6955.008
57,-20,1,6,1,0,32.768,0,0.0,0.0
58,-20,1,6,2,0,32.768,4766,4880.384,4903.936
59,-20,1,6,3,0,32.768,4265,4367.36,4377.6
60,-20,1,7,0,0,32.768,1,1.024,1.024
61,-20,1,7,1,0,32.768,6935,7101.4400000000005,7113.728
62,-20,1,7,2,0,32.768,5270,5396.4800000000005,5325.8240000000005
63,-20,1,7,3,0,32.768,4961,5080.064,5085.184
