,temp,design,group,inst,CTR,FreqRef (kHz),DOUT,Freq0 (kHz),Freq1 (kHz)
0,100,0,0,0,6,32.768,33350,533.6,533.792
1,100,0,0,1,6,32.768,34706,555.296,555.648
2,100,0,0,2,6,32.768,30879,494.064,493.93600000000004
3,100,0,0,3,6,32.768,30103,481.648,482.096
4,100,0,1,0,6,32.768,59041,944.6560000000001,945.056
5,100,0,1,1,6,32.768,283,4.5280000000000005,3.568
6,100,0,1,2,6,32.768,43205,691.28,690.432
7,100,0,1,3,6,32.768,30758,492.128,493.088
8,100,0,2,0,6,32.768,73709,1179.344,1179.584
9,100,0,2,1,6,32.768,57326,917.216,917.6
10,100,0,2,2,6,32.768,44234,707.744,708.624
11,100,0,2,3,6,32.768,39202,627.232,626.7040000000001
12,100,0,3,0,6,32.768,83258,1332.128,1336.048
13,100,0,3,1,6,32.768,59944,959.104,956.9440000000001
14,100,0,3,2,6,32.768,54760,876.16,878.7040000000001
15,100,0,3,3,6,32.768,40403,646.448,644.96
16,100,0,4,0,7,32.768,22456,179.648,179.784
17,100,0,4,1,7,32.768,20994,167.952,168.192
18,100,0,4,2,7,32.768,13033,104.264,104.36
19,100,0,4,3,7,32.768,13338,106.70400000000001,106.696
20,100,0,5,0,7,32.768,0,0.0,0.0
21,100,0,5,1,7,32.768,0,0.0,0.0
22,100,0,5,2,7,32.768,18978,151.824,151.904
23,100,0,5,3,7,32.768,16178,129.424,129.568
24,100,0,6,0,7,32.768,33847,270.776,271.008
25,100,0,6,1,7,32.768,24056,192.448,192.488
26,100,0,6,2,7,32.768,19942,159.536,159.512
27,100,0,6,3,7,32.768,18608,148.864,148.728
28,100,0,7,0,7,32.768,0,0.0,0.0
29,100,0,7,1,7,32.768,0,0.0,0.0
30,100,0,7,2,7,32.768,26265,210.12,210.38400000000001
31,100,0,7,3,7,32.768,21981,175.848,175.96800000000002
32,100,1,0,0,0,32.768,1,1.024,1.024
33,100,1,0,1,0,32.768,64795,66350.08,66264.064
34,100,1,0,2,0,32.768,56067,57412.608,57189.376000000004
35,100,1,0,3,0,32.768,44170,45230.08,45153.28
36,100,1,1,0,0,32.768,92125,94336.0,94296.064
37,100,1,1,1,0,32.768,0,0.0,0.0
38,100,1,1,2,0,32.768,72865,74613.76,74721.28
39,100,1,1,3,0,32.768,69557,71226.368,71251.96800000001
40,100,1,2,0,0,32.768,123560,126525.44,126302.208
41,100,1,2,1,0,32.768,1,1.024,1.024
42,100,1,2,2,0,32.768,96786,99108.864,99160.064
43,100,1,2,3,0,32.768,80701,82637.82400000001,82843.648
44,100,1,3,0,0,32.768,147906,151455.744,151525.376
45,100,1,3,1,0,32.768,28,28.672,30.72
46,100,1,3,2,0,32.768,114346,117090.304,116950.016
47,100,1,3,3,0,32.768,96219,98528.25600000001,98454.528
48,100,1,4,0,0,32.768,49914,51111.936,51255.296
49,100,1,4,1,0,32.768,45268,46354.432,46393.344000000005
50,100,1,4,2,0,32.768,41364,42356.736000000004,42375.168
51,100,1,4,3,0,32.768,32181,32953.344,32976.896
52,100,1,5,0,0,32.768,7,7.168,6.144
53,100,1,5,1,0,32.768,1,1.024,1.024
54,100,1,5,2,0,32.768,53120,54394.880000000005,54707.200000000004
55,100,1,5,3,0,32.768,42681,43705.344,43926.528
56,100,1,6,0,0,32.768,91546,93743.104,93659.136
57,100,1,6,1,0,32.768,15942,16324.608,16816.128
58,100,1,6,2,0,32.768,63286,64804.864,64475.136
59,100,1,6,3,0,32.768,56491,57846.784,57938.944
60,100,1,7,0,0,32.768,1,1.024,1.024
61,100,1,7,1,0,32.768,0,0.0,0.0
62,100,1,7,2,0,32.768,79174,81074.176,80955.392
63,100,1,7,3,0,32.768,67070,68679.68000000001,68280.32
