,temp,design,group,inst,CTR,FreqRef (kHz),DOUT,Freq0 (kHz),Freq1 (kHz)
0,80,0,0,0,6,32.768,15748,251.96800000000002,251.136
1,80,0,0,1,6,32.768,16743,267.88800000000003,268.16
2,80,0,0,2,6,32.768,14895,238.32,237.808
3,80,0,0,3,6,32.768,14809,236.94400000000002,236.94400000000002
4,80,0,1,0,6,32.768,28678,458.848,458.272
5,80,0,1,1,6,32.768,18,0.28800000000000003,0.32
6,80,0,1,2,6,32.768,21347,341.552,341.392
7,80,0,1,3,6,32.768,14939,239.024,238.496
8,80,0,2,0,6,32.768,36221,579.5360000000001,580.784
9,80,0,2,1,6,32.768,27824,445.184,444.048
10,80,0,2,2,6,32.768,21518,344.288,344.91200000000003
11,80,0,2,3,6,32.768,19256,308.096,307.84000000000003
12,80,0,3,0,6,32.768,41000,656.0,656.4
13,80,0,3,1,6,32.768,29028,464.44800000000004,464.288
14,80,0,3,2,6,32.768,26832,429.312,429.776
15,80,0,3,3,6,32.768,19579,313.264,313.296
16,80,0,4,0,7,32.768,9301,74.408,74.416
17,80,0,4,1,7,32.768,9143,73.144,73.136
18,80,0,4,2,7,32.768,5449,43.592,43.608000000000004
19,80,0,4,3,7,32.768,5641,45.128,45.144
20,80,0,5,0,7,32.768,0,0.0,0.0
21,80,0,5,1,7,32.768,0,0.0,0.0
22,80,0,5,2,7,32.768,8054,64.432,64.456
23,80,0,5,3,7,32.768,6787,54.296,54.32
24,80,0,6,0,7,32.768,14556,116.44800000000001,116.512
25,80,0,6,1,7,32.768,10179,81.432,81.464
26,80,0,6,2,7,32.768,8323,66.584,66.616
27,80,0,6,3,7,32.768,7922,63.376000000000005,63.4
28,80,0,7,0,7,32.768,0,0.0,0.0
29,80,0,7,1,7,32.768,0,0.0,0.0
30,80,0,7,2,7,32.768,11192,89.536,89.592
31,80,0,7,3,7,32.768,9322,74.57600000000001,74.624
32,80,1,0,0,0,32.768,4,4.096,7.168
33,80,1,0,1,0,32.768,172,176.12800000000001,657.408
34,80,1,0,2,0,32.768,44534,45602.816,45626.368
35,80,1,0,3,0,32.768,34346,35170.304000000004,35184.64
36,80,1,1,0,0,32.768,71017,72721.408,72809.472
37,80,1,1,1,0,32.768,0,0.0,0.0
38,80,1,1,2,0,32.768,57494,58873.856,58857.472
39,80,1,1,3,0,32.768,55415,56744.96,56845.312
40,80,1,2,0,0,32.768,97394,99731.456,99915.776
41,80,1,2,1,0,32.768,1,1.024,1.024
42,80,1,2,2,0,32.768,77015,78863.36,78900.224
43,80,1,2,3,0,32.768,63764,65294.336,65448.96
44,80,1,3,0,0,32.768,1593,1631.232,448.512
45,80,1,3,1,0,32.768,33493,34296.832,24756.224000000002
46,80,1,3,2,0,32.768,91160,93347.84,93118.464
47,80,1,3,3,0,32.768,76656,78495.744,78522.368
48,80,1,4,0,0,32.768,37774,38680.576,38716.416
49,80,1,4,1,0,32.768,34376,35201.024,35206.144
50,80,1,4,2,0,32.768,14585,14935.04,15413.248
51,80,1,4,3,0,32.768,24510,25098.24,25005.056
52,80,1,5,0,0,32.768,0,0.0,0.0
53,80,1,5,1,0,32.768,1,1.024,1.024
54,80,1,5,2,0,32.768,40722,41699.328,41850.88
55,80,1,5,3,0,32.768,32150,32921.6,32977.92
56,80,1,6,0,0,32.768,69813,71488.512,71191.552
57,80,1,6,1,0,32.768,125,128.0,135.168
58,80,1,6,2,0,32.768,48152,49307.648,49391.616
59,80,1,6,3,0,32.768,43018,44050.432,44263.424
60,80,1,7,0,0,32.768,1,1.024,1.024
61,80,1,7,1,0,32.768,0,0.0,0.0
62,80,1,7,2,0,32.768,61351,62823.424,62469.12
63,80,1,7,3,0,32.768,51279,52509.696,52527.104
