,temp,design,group,inst,CTR,FreqRef (kHz),DOUT,Freq0 (kHz),Freq1 (kHz)
0,70,0,0,0,6,32.768,10440,167.04,166.864
1,70,0,0,1,6,32.768,11310,180.96,180.43200000000002
2,70,0,0,2,6,32.768,9975,159.6,159.744
3,70,0,0,3,6,32.768,10098,161.568,161.072
4,70,0,1,0,6,32.768,19248,307.968,308.624
5,70,0,1,1,6,32.768,6,0.096,0.064
6,70,0,1,2,6,32.768,14484,231.744,232.22400000000002
7,70,0,1,3,6,32.768,10049,160.784,160.416
8,70,0,2,0,6,32.768,24599,393.584,394.56
9,70,0,2,1,6,32.768,18705,299.28000000000003,298.976
10,70,0,2,2,6,32.768,14551,232.816,232.73600000000002
11,70,0,2,3,6,32.768,13050,208.8,209.088
12,70,0,3,0,6,32.768,28583,457.32800000000003,456.544
13,70,0,3,1,6,32.768,19517,312.272,313.024
14,70,0,3,2,6,32.768,17304,276.86400000000003,276.016
15,70,0,3,3,6,32.768,13220,211.52,212.064
16,70,0,4,0,7,32.768,5775,46.2,46.2
17,70,0,4,1,7,32.768,5791,46.328,46.312
18,70,0,4,2,7,32.768,3381,27.048000000000002,27.048000000000002
19,70,0,4,3,7,32.768,3522,28.176000000000002,28.192
20,70,0,5,0,7,32.768,0,0.0,0.0
21,70,0,5,1,7,32.768,0,0.0,0.0
22,70,0,5,2,7,32.768,5030,40.24,40.296
23,70,0,5,3,7,32.768,4215,33.72,33.736000000000004
24,70,0,6,0,7,32.768,9151,73.208,73.208
25,70,0,6,1,7,32.768,6392,51.136,51.136
26,70,0,6,2,7,32.768,5156,41.248,41.296
27,70,0,6,3,7,32.768,4963,39.704,39.784
28,70,0,7,0,7,32.768,0,0.0,0.0
29,70,0,7,1,7,32.768,0,0.0,0.0
30,70,0,7,2,7,32.768,7017,56.136,56.152
31,70,0,7,3,7,32.768,5821,46.568,46.576
32,70,1,0,0,0,32.768,30903,31644.672000000002,32533.504
33,70,1,0,1,0,32.768,0,0.0,0.0
34,70,1,0,2,0,32.768,39106,40044.544,40195.072
35,70,1,0,3,0,32.768,29620,30330.88,30529.536
36,70,1,1,0,0,32.768,61119,62585.856,62647.296
37,70,1,1,1,0,32.768,0,0.0,0.0
38,70,1,1,2,0,32.768,50587,51801.088,51578.880000000005
39,70,1,1,3,0,32.768,48841,50013.184,49908.736000000004
40,70,1,2,0,0,32.768,84743,86776.832,87217.152
41,70,1,2,1,0,32.768,1,1.024,1.024
42,70,1,2,2,0,32.768,184,188.416,38.912
43,70,1,2,3,0,32.768,56179,57527.296,57209.856
44,70,1,3,0,0,32.768,2,2.048,9.216000000000001
45,70,1,3,1,0,32.768,80567,82500.60800000001,80524.288
46,70,1,3,2,0,32.768,79662,81573.888,81939.456
47,70,1,3,3,0,32.768,67150,68761.6,69033.984
48,70,1,4,0,0,32.768,32231,33004.544,33106.944
49,70,1,4,1,0,32.768,0,0.0,0.0
50,70,1,4,2,0,32.768,1,1.024,1.024
51,70,1,4,3,0,32.768,20995,21498.88,21479.424
52,70,1,5,0,0,32.768,0,0.0,0.0
53,70,1,5,1,0,32.768,1,1.024,1.024
54,70,1,5,2,0,32.768,35012,35852.288,35868.672
55,70,1,5,3,0,32.768,27347,28003.328,28056.576
56,70,1,6,0,0,32.768,59732,61165.568,61280.256
57,70,1,6,1,0,32.768,0,0.0,0.0
58,70,1,6,2,0,32.768,41320,42311.68,42237.952
59,70,1,6,3,0,32.768,36926,37812.224,37772.288
60,70,1,7,0,0,32.768,1,1.024,1.024
61,70,1,7,1,0,32.768,0,0.0,0.0
62,70,1,7,2,0,32.768,53002,54274.048,54287.36
63,70,1,7,3,0,32.768,44055,45112.32,45154.304000000004
