,temp,design,group,inst,CTR,FreqRef (kHz),DOUT,Freq0 (kHz),Freq1 (kHz)
0,90,0,0,0,6,32.768,23266,372.25600000000003,372.384
1,90,0,0,1,6,32.768,24482,391.712,391.392
2,90,0,0,2,6,32.768,21753,348.048,348.496
3,90,0,0,3,6,32.768,21462,343.392,342.848
4,90,0,1,0,6,32.768,41662,666.592,668.048
5,90,0,1,1,6,32.768,35,0.56,0.64
6,90,0,1,2,6,32.768,30775,492.40000000000003,493.88800000000003
7,90,0,1,3,6,32.768,21811,348.976,348.176
8,90,0,2,0,6,32.768,52516,840.256,842.7040000000001
9,90,0,2,1,6,32.768,40663,650.6080000000001,649.616
10,90,0,2,2,6,32.768,31314,501.024,502.032
11,90,0,2,3,6,32.768,27919,446.704,447.216
12,90,0,3,0,6,32.768,59161,946.576,946.304
13,90,0,3,1,6,32.768,42416,678.6560000000001,679.6
14,90,0,3,2,6,32.768,39026,624.416,624.112
15,90,0,3,3,6,32.768,28535,456.56,457.296
16,90,0,4,0,7,32.768,14684,117.47200000000001,117.504
17,90,0,4,1,7,32.768,14125,113.0,113.032
18,90,0,4,2,7,32.768,8596,68.768,68.816
19,90,0,4,3,7,32.768,8847,70.776,70.83200000000001
20,90,0,5,0,7,32.768,0,0.0,0.0
21,90,0,5,1,7,32.768,0,0.0,0.0
22,90,0,5,2,7,32.768,12598,100.784,100.864
23,90,0,5,3,7,32.768,10683,85.464,85.536
24,90,0,6,0,7,32.768,22643,181.144,181.24
25,90,0,6,1,7,32.768,15929,127.432,127.512
26,90,0,6,2,7,32.768,13146,105.168,105.248
27,90,0,6,3,7,32.768,12369,98.952,99.04
28,90,0,7,0,7,32.768,0,0.0,0.0
29,90,0,7,1,7,32.768,0,0.0,0.0
30,90,0,7,2,7,32.768,17480,139.84,139.968
31,90,0,7,3,7,32.768,14609,116.872,116.976
32,90,1,0,0,0,32.768,1,1.024,1.024
33,90,1,0,1,0,32.768,58281,59679.744,59625.472
34,90,1,0,2,0,32.768,50193,51397.632,51378.176
35,90,1,0,3,0,32.768,39048,39985.152,40023.04
36,90,1,1,0,0,32.768,81457,83411.96800000001,83524.60800000001
37,90,1,1,1,0,32.768,0,0.0,0.0
38,90,1,1,2,0,32.768,65284,66850.816,66836.48
39,90,1,1,3,0,32.768,62464,63963.136,63982.592000000004
40,90,1,2,0,0,32.768,110116,112758.784,112911.36
41,90,1,2,1,0,32.768,1,1.024,1.024
42,90,1,2,2,0,32.768,86529,88605.696,89132.032
43,90,1,2,3,0,32.768,72243,73976.832,74091.52
44,90,1,3,0,0,32.768,128616,131702.784,130337.792
45,90,1,3,1,0,32.768,66,67.584,53.248000000000005
46,90,1,3,2,0,32.768,102692,105156.60800000001,105206.784
47,90,1,3,3,0,32.768,86023,88087.552,88552.448
48,90,1,4,0,0,32.768,43593,44639.232,44912.64
49,90,1,4,1,0,32.768,39891,40848.384,40763.392
50,90,1,4,2,0,32.768,36795,37678.08,37458.944
51,90,1,4,3,0,32.768,28340,29020.16,28980.224000000002
52,90,1,5,0,0,32.768,0,0.0,0.0
53,90,1,5,1,0,32.768,1,1.024,1.024
54,90,1,5,2,0,32.768,46959,48086.016,48256.0
55,90,1,5,3,0,32.768,37525,38425.6,38294.528
56,90,1,6,0,0,32.768,80758,82696.192,82259.96800000001
57,90,1,6,1,0,32.768,5924,6066.176,6031.36
58,90,1,6,2,0,32.768,55384,56713.216,57073.664000000004
59,90,1,6,3,0,32.768,49623,50813.952,51105.792
60,90,1,7,0,0,32.768,1,1.024,1.024
61,90,1,7,1,0,32.768,0,0.0,0.0
62,90,1,7,2,0,32.768,70225,71910.40000000001,71620.60800000001
63,90,1,7,3,0,32.768,59041,60457.984000000004,60427.264
