,temp,design,group,inst,CTR,FreqRef (kHz),DOUT,Freq0 (kHz),Freq1 (kHz)
0,30,0,0,0,6,32.768,1595,25.52,25.488
1,30,0,0,1,6,32.768,1873,29.968,29.952
2,30,0,0,2,6,32.768,1612,25.792,25.92
3,30,0,0,3,6,32.768,1734,27.744,27.712
4,30,0,1,0,6,32.768,1531,24.496000000000002,23.152
5,30,0,1,1,6,32.768,2239,35.824,35.44
6,30,0,1,2,6,32.768,180,2.88,3.04
7,30,0,1,3,6,32.768,1618,25.888,25.888
8,30,0,2,0,6,32.768,1,0.016,0.016
9,30,0,2,1,6,32.768,1,0.016,0.016
10,30,0,2,2,6,32.768,2378,38.048,38.160000000000004
11,30,0,2,3,6,32.768,970,15.52,15.84
12,30,0,3,0,6,32.768,4668,74.688,74.784
13,30,0,3,1,6,32.768,3363,53.808,51.776
14,30,0,3,2,6,32.768,41,0.656,0.736
15,30,0,3,3,6,32.768,2195,35.12,35.312
16,30,0,4,0,7,32.768,645,5.16,5.16
17,30,0,4,1,7,32.768,698,5.5840000000000005,5.5920000000000005
18,30,0,4,2,7,32.768,374,2.992,3.0
19,30,0,4,3,7,32.768,396,3.168,3.176
20,30,0,5,0,7,32.768,0,0.0,0.0
21,30,0,5,1,7,32.768,0,0.0,0.008
22,30,0,5,2,7,32.768,579,4.632,4.632
23,30,0,5,3,7,32.768,472,3.7760000000000002,3.7760000000000002
24,30,0,6,0,7,32.768,1057,8.456,8.48
25,30,0,6,1,7,32.768,747,5.976,5.984
26,30,0,6,2,7,32.768,561,4.488,4.488
27,30,0,6,3,7,32.768,1,0.008,0.016
28,30,0,7,0,7,32.768,0,0.0,0.0
29,30,0,7,1,7,32.768,0,0.0,0.0
30,30,0,7,2,7,32.768,837,6.696,6.704
31,30,0,7,3,7,32.768,657,5.256,5.28
32,30,1,0,0,0,32.768,19577,20046.848,20077.568
33,30,1,0,1,0,32.768,0,0.0,0.0
34,30,1,0,2,0,32.768,0,0.0,0.0
35,30,1,0,3,0,32.768,14840,15196.16,15259.648000000001
36,30,1,1,0,0,32.768,29577,30286.848,30491.648
37,30,1,1,1,0,32.768,0,0.0,0.0
38,30,1,1,2,0,32.768,26121,26747.904000000002,26700.8
39,30,1,1,3,0,32.768,25335,25943.04,25858.048
40,30,1,2,0,0,32.768,6,6.144,10.24
41,30,1,2,1,0,32.768,1,1.024,1.024
42,30,1,2,2,0,32.768,1,1.024,1.024
43,30,1,2,3,0,32.768,29021,29717.504,29758.464
44,30,1,3,0,0,32.768,0,0.0,0.0
45,30,1,3,1,0,32.768,0,0.0,0.0
46,30,1,3,2,0,32.768,42059,43068.416,43342.848
47,30,1,3,3,0,32.768,35604,36458.496,36665.344
48,30,1,4,0,0,32.768,1,1.024,1.024
49,30,1,4,1,0,32.768,0,0.0,0.0
50,30,1,4,2,0,32.768,1,1.024,1.024
51,30,1,4,3,0,32.768,9766,10000.384,10029.056
52,30,1,5,0,0,32.768,0,0.0,0.0
53,30,1,5,1,0,32.768,1,1.024,1.024
54,30,1,5,2,0,32.768,16740,17141.760000000002,17114.112
55,30,1,5,3,0,32.768,12414,12711.936,12660.736
56,30,1,6,0,0,32.768,28012,28684.288,28666.88
57,30,1,6,1,0,32.768,0,0.0,0.0
58,30,1,6,2,0,32.768,19278,19740.672,19876.864
59,30,1,6,3,0,32.768,17315,17730.56,17810.432
60,30,1,7,0,0,32.768,1,1.024,1.024
61,30,1,7,1,0,32.768,0,0.0,0.0
62,30,1,7,2,0,32.768,25842,26462.208000000002,26359.808
63,30,1,7,3,0,32.768,20710,21207.04,21179.392
