,temp,design,group,inst,CTR,FreqRef (kHz),DOUT,Freq0 (kHz),Freq1 (kHz)
0,20,0,0,0,6,32.768,945,15.120000000000001,15.056000000000001
1,20,0,0,1,6,32.768,1139,18.224,18.176000000000002
2,20,0,0,2,6,32.768,975,15.6,15.616
3,20,0,0,3,6,32.768,1063,17.008,16.96
4,20,0,1,0,6,32.768,0,0.0,0.0
5,20,0,1,1,6,32.768,1404,22.464000000000002,24.48
6,20,0,1,2,6,32.768,81,1.296,1.3760000000000001
7,20,0,1,3,6,32.768,972,15.552,15.536
8,20,0,2,0,6,32.768,1,0.016,0.016
9,20,0,2,1,6,32.768,1,0.016,0.016
10,20,0,2,2,6,32.768,1435,22.96,23.008
11,20,0,2,3,6,32.768,0,0.0,0.0
12,20,0,3,0,6,32.768,2786,44.576,44.512
13,20,0,3,1,6,32.768,2779,44.464,49.152
14,20,0,3,2,6,32.768,0,0.0,0.0
15,20,0,3,3,6,32.768,1325,21.2,21.184
16,20,0,4,0,7,32.768,348,2.7840000000000003,2.7840000000000003
17,20,0,4,1,7,32.768,386,3.088,3.08
18,20,0,4,2,7,32.768,204,1.6320000000000001,1.616
19,20,0,4,3,7,32.768,216,1.728,1.72
20,20,0,5,0,7,32.768,0,0.0,0.0
21,20,0,5,1,7,32.768,0,0.0,0.0
22,20,0,5,2,7,32.768,316,2.528,2.512
23,20,0,5,3,7,32.768,253,2.024,2.064
24,20,0,6,0,7,32.768,578,4.624,4.632
25,20,0,6,1,7,32.768,409,3.2720000000000002,3.2720000000000002
26,20,0,6,2,7,32.768,300,2.4,2.392
27,20,0,6,3,7,32.768,1,0.008,0.016
28,20,0,7,0,7,32.768,0,0.0,0.0
29,20,0,7,1,7,32.768,0,0.0,0.0
30,20,0,7,2,7,32.768,475,3.8000000000000003,3.8000000000000003
31,20,0,7,3,7,32.768,360,2.88,2.864
32,20,1,0,0,0,32.768,15676,16052.224,16158.720000000001
33,20,1,0,1,0,32.768,0,0.0,0.0
34,20,1,0,2,0,32.768,0,0.0,0.0
35,20,1,0,3,0,32.768,12136,12427.264000000001,12380.16
36,20,1,1,0,0,32.768,23978,24553.472,24588.288
37,20,1,1,1,0,32.768,0,0.0,0.0
38,20,1,1,2,0,32.768,21440,21954.56,22054.912
39,20,1,1,3,0,32.768,1,1.024,1.024
40,20,1,2,0,0,32.768,2,2.048,2.048
41,20,1,2,1,0,32.768,1,1.024,1.024
42,20,1,2,2,0,32.768,1,1.024,1.024
43,20,1,2,3,0,32.768,0,0.0,0.0
44,20,1,3,0,0,32.768,0,0.0,0.0
45,20,1,3,1,0,32.768,0,0.0,0.0
46,20,1,3,2,0,32.768,31145,31892.48,31654.912
47,20,1,3,3,0,32.768,4256,4358.144,2514.944
48,20,1,4,0,0,32.768,1,1.024,1.024
49,20,1,4,1,0,32.768,0,0.0,0.0
50,20,1,4,2,0,32.768,1,1.024,1.024
51,20,1,4,3,0,32.768,7848,8036.352,8022.0160000000005
52,20,1,5,0,0,32.768,0,0.0,0.0
53,20,1,5,1,0,32.768,1,1.024,1.024
54,20,1,5,2,0,32.768,13424,13746.176,13815.808
55,20,1,5,3,0,32.768,9756,9990.144,10001.408
56,20,1,6,0,0,32.768,22315,22850.56,22766.592
57,20,1,6,1,0,32.768,0,0.0,0.0
58,20,1,6,2,0,32.768,15503,15875.072,15877.12
59,20,1,6,3,0,32.768,13846,14178.304,14209.024
60,20,1,7,0,0,32.768,1,1.024,1.024
61,20,1,7,1,0,32.768,22380,22917.12,22895.616
62,20,1,7,2,0,32.768,20804,21303.296000000002,21248.0
63,20,1,7,3,0,32.768,16544,16941.056,16941.056
