,temp,design,group,inst,CTR,FreqRef (kHz),DOUT,Freq (kHz),Ivdd (A),Ivdd1v8 (A)
0,-10,0,0,0,14,32.768,35984,2.249,1.3999261742424242e-06,3.555007121212121e-07
1,-10,0,0,1,14,32.768,2,0.000125,1.4476632542372885e-06,1.8241935593220333e-07
2,-10,0,0,2,14,32.768,71282,4.455125,4.349814934426228e-06,6.502799125683063e-07
3,-10,0,0,3,14,32.768,9167,0.5729375,1.4745013137254895e-06,-1.7515882352941187e-08
4,-10,0,1,0,14,32.768,0,0.0,1.9861374074074063e-07,4.506143009259259e-07
5,-10,0,1,1,14,32.768,67594,4.2246250000000005,1.4975597687074835e-06,1.0944323129251704e-06
6,-10,0,1,2,14,32.768,3,0.0001875,1.80990970711297e-07,3.1321039748953967e-07
7,-10,0,1,3,14,32.768,53605,3.3503125000000002,2.008046180327868e-06,3.0649019672131156e-07
8,-10,0,2,0,14,32.768,1,6.25e-05,9.673580446428564e-07,7.875436607142854e-08
9,-10,0,2,1,14,32.768,1,6.25e-05,1.692994876190476e-06,1.3466413333333335e-07
10,-10,0,2,2,14,32.768,58758,3.672375,1.639645185840707e-06,2.483615840707965e-07
11,-10,0,2,3,14,32.768,0,0.0,1.8698416593886473e-07,2.635241484716158e-07
12,-10,0,3,0,14,32.768,108014,6.750875,4.8563268072289114e-06,5.40879813253012e-07
13,-10,0,3,1,14,32.768,1,6.25e-05,1.2766420545454546e-06,-8.249381818181801e-09
14,-10,0,3,2,14,32.768,0,0.0,1.6519004390243905e-07,4.4665040975609776e-07
15,-10,0,3,3,14,32.768,1,6.25e-05,1.4730065803571424e-06,2.1024442857142852e-07
16,-10,0,4,0,14,32.768,2133,0.1333125,2.115126768656717e-06,2.603216417910448e-07
17,-10,0,4,1,14,32.768,5890,0.368125,1.418116576642336e-06,3.857249562043797e-07
18,-10,0,4,2,14,32.768,2876,0.17975,7.612769352941179e-07,4.940548000000001e-07
19,-10,0,4,3,14,32.768,3089,0.1930625,1.1698374705882358e-06,6.943256470588232e-07
20,-10,0,5,0,14,32.768,0,0.0,1.798805045454546e-07,3.5380347272727286e-07
21,-10,0,5,1,14,32.768,0,0.0,1.910720688073395e-07,4.430843165137614e-07
22,-10,0,5,2,14,32.768,5123,0.3201875,1.0589791242236025e-06,4.6016792546583875e-07
23,-10,0,5,3,14,32.768,4259,0.2661875,1.48338947368421e-06,1.383961140350877e-07
24,-10,0,6,0,14,32.768,10824,0.6765,1.8585373739130437e-06,4.2293316521739136e-07
25,-10,0,6,1,14,32.768,6560,0.41000000000000003,1.3060415301204823e-06,4.980387710843377e-07
26,-10,0,6,2,14,32.768,4058,0.253625,1.1160151166666664e-06,3.9503688888888893e-07
27,-10,0,6,3,14,32.768,1,6.25e-05,1.6195954423076929e-06,2.5697052884615374e-07
28,-10,0,7,0,14,32.768,1,6.25e-05,1.6092875333333329e-06,2.647242666666668e-07
29,-10,0,7,1,14,32.768,0,0.0,1.7726114666666667e-07,2.980164311111111e-07
30,-10,0,7,2,14,32.768,23678,1.479875,7.137472360248446e-07,5.591231614906834e-07
31,-10,0,7,3,14,32.768,5696,0.356,9.268563766233759e-07,4.6707268831168845e-07
32,-10,1,0,0,7,32.768,875064,6999.38,0.003375538930232558,1.7940649767441845e-05
33,-10,1,0,1,7,32.768,0,0.0,1.4910629857819907e-07,1.1059640284360187e-06
34,-10,1,0,2,7,32.768,0,0.0,1.913633896713615e-07,7.506794647887322e-07
35,-10,1,0,3,7,32.768,727328,5818.169,0.0019562775000000004,1.4502520744680845e-05
36,-10,1,1,0,7,32.768,1384954,11077.481000000002,0.005442278037383176,2.2044603738317756e-05
37,-10,1,1,1,7,32.768,0,0.0,1.755056904761905e-07,1.1589862523809526e-06
38,-10,1,1,2,7,32.768,1329282,10623.438,0.004391398366336632,1.881340198019802e-05
39,-10,1,1,3,7,32.768,1,0.008,2.325500385245902e-06,1.1824447868852455e-06
40,-10,1,2,0,7,32.768,3373,23.718,8.982431403508771e-06,1.932300719298246e-06
41,-10,1,2,1,7,32.768,1,0.008,9.8382237e-07,8.729723800000002e-07
42,-10,1,2,2,7,32.768,1,0.008,1.0693119895833339e-06,7.652838645833331e-07
43,-10,1,2,3,7,32.768,0,0.0,1.5698527941176456e-07,1.5018247401960787e-06
44,-10,1,3,0,7,32.768,0,0.0,1.6206985024154598e-07,1.9835537101449264e-06
45,-10,1,3,1,7,32.768,0,0.0,1.735472676767676e-07,2.0040499343434345e-06
46,-10,1,3,2,7,32.768,0,0.0,1.5087343661971829e-07,2.243619187793428e-06
47,-10,1,3,3,7,32.768,0,0.0,1.8429168000000013e-07,1.8988636999999993e-06
48,-10,1,4,0,7,32.768,1,0.008,7.875002115384616e-07,2.1388866346153844e-07
49,-10,1,4,1,7,32.768,0,0.0,1.938258377192982e-07,8.023491798245621e-07
50,-10,1,4,2,7,32.768,1,0.008,8.558976666666668e-07,1.9806286458333333e-07
51,-10,1,4,3,7,32.768,433934,3473.3450000000003,0.0016373358273381296,3.970031302158274e-06
52,-10,1,5,0,7,32.768,0,0.0,1.8546725217391314e-07,1.1263126826086948e-06
53,-10,1,5,1,7,32.768,1,0.008,1.587915260162602e-06,6.881334308943088e-07
54,-10,1,5,2,7,32.768,757119,6053.474999999999,0.002800700074626866,5.6143807611940315e-06
55,-10,1,5,3,7,32.768,511430,4091.638,0.0019133333834586465,3.4742668270676686e-06
56,-10,1,6,0,7,32.768,1222398,9779.684000000001,0.004299582222222222,1.7628174269005847e-05
57,-10,1,6,1,7,32.768,0,0.0,1.7043305797101456e-07,9.261519130434782e-07
58,-10,1,6,2,7,32.768,853777,6828.21,0.0031730468382352947,4.93637748529412e-06
59,-10,1,6,3,7,32.768,764525,6114.819,0.002850611142857142,3.548904300000001e-06
60,-10,1,7,0,7,32.768,1,0.008,2.39267923275862e-06,1.262103724137932e-06
61,-10,1,7,1,7,32.768,1242879,9936.877,0.004191245142857142,2.3593592380952386e-05
62,-10,1,7,2,7,32.768,1179897,9436.606,0.005551830375586859,2.2816559624413145e-05
63,-10,1,7,3,7,32.768,901602,7212.124,0.003281586912442396,1.830399585253457e-05
