,temp,design,group,inst,CTR,FreqRef (kHz),DOUT,Freq (kHz),Ivdd (A),Ivdd1v8 (A)
0,0,0,0,0,14,32.768,69514,4.344625,1.9358079548387104e-06,4.2819982580645174e-07
1,0,0,0,1,14,32.768,1,6.25e-05,1.0744744852941186e-06,4.2698297058823516e-07
2,0,0,0,2,14,32.768,76585,4.7865625000000005,3.6273044328358224e-06,4.552021094527365e-07
3,0,0,0,3,14,32.768,83732,5.23325,1.1573690563380285e-06,4.265157535211267e-07
4,0,0,1,0,14,32.768,0,0.0,1.8912394014084513e-07,4.502503309859153e-07
5,0,0,1,1,14,32.768,111730,6.983125,4.296581737704919e-06,4.993283442622947e-07
6,0,0,1,2,14,32.768,1,6.25e-05,2.20123471830986e-06,4.2673986619718304e-07
7,0,0,1,3,14,32.768,72462,4.528875,4.512176167400881e-06,4.4688054625550686e-07
8,0,0,2,0,14,32.768,1,6.25e-05,1.878201209580837e-06,4.249743532934131e-07
9,0,0,2,1,14,32.768,1,6.25e-05,1.3479302254335258e-06,4.3516007514450863e-07
10,0,0,2,2,14,32.768,110812,6.92575,4.726577297297296e-06,4.927188864864867e-07
11,0,0,2,3,14,32.768,0,0.0,1.9504349999999997e-07,4.496753402777778e-07
12,0,0,3,0,14,32.768,1,6.25e-05,1.3648559057971009e-06,4.44651188405797e-07
13,0,0,3,1,14,32.768,1,6.25e-05,1.8704971985815602e-06,4.3845688652482273e-07
14,0,0,3,2,14,32.768,0,0.0,2.177548788927334e-07,4.495833702422144e-07
15,0,0,3,3,14,32.768,1,6.25e-05,1.4051523795180723e-06,4.369978192771084e-07
16,0,0,4,0,14,32.768,8336,0.521,9.188961901408454e-07,4.1753813380281695e-07
17,0,0,4,1,14,32.768,11968,0.748,1.922390791411043e-06,4.508304969325151e-07
18,0,0,4,2,14,32.768,5940,0.37125,7.607257979797981e-07,3.935574040404042e-07
19,0,0,4,3,14,32.768,6314,0.394625,1.378352597014925e-06,4.38285696517413e-07
20,0,0,5,0,14,32.768,0,0.0,1.9365277464788737e-07,4.17620306338028e-07
21,0,0,5,1,14,32.768,0,0.0,1.8777319298245624e-07,4.4723731929824564e-07
22,0,0,5,2,14,32.768,9411,0.5881875,1.27466279342723e-06,4.3718438967136105e-07
23,0,0,5,3,14,32.768,7434,0.464625,7.675880416666665e-07,4.161413958333335e-07
24,0,0,6,0,14,32.768,3373,0.2108125,7.670052400000002e-07,4.0963628800000015e-07
25,0,0,6,1,14,32.768,12380,0.77375,1.432399149253731e-06,4.380877114427862e-07
26,0,0,6,2,14,32.768,8739,0.5461875,1.417760747706423e-06,4.414709220183485e-07
27,0,0,6,3,14,32.768,1,6.25e-05,1.2348868467153288e-06,4.3836551094890506e-07
28,0,0,7,0,14,32.768,0,0.0,2.1957533910034595e-07,4.502520761245674e-07
29,0,0,7,1,14,32.768,0,0.0,1.8864245890410968e-07,4.666271986301371e-07
30,0,0,7,2,14,32.768,14108,0.88175,9.77831676616915e-07,4.4542975124378094e-07
31,0,0,7,3,14,32.768,11072,0.6920000000000001,1.1558207461928932e-06,5.152661065989847e-07
32,0,1,0,0,7,32.768,1,0.008,8.292862881355933e-07,3.545119152542371e-07
33,0,1,0,1,7,32.768,0,0.0,1.680373925233645e-07,8.874346448598125e-07
34,0,1,0,2,7,32.768,0,0.0,1.9412433173076935e-07,8.62328509615385e-07
35,0,1,0,3,7,32.768,0,0.0,2.0221405777777777e-07,1.205819035555555e-06
36,0,1,1,0,7,32.768,0,0.0,1.683076770833333e-07,1.6355688125e-06
37,0,1,1,1,7,32.768,0,0.0,1.7655326829268302e-07,1.3677905902439032e-06
