,temp,design,group,inst,CTR,FreqRef (kHz),DOUT,Freq (kHz),Ivdd (A),Ivdd1v8 (A)
0,-20,0,0,0,14,32.768,17222,1.076375,1.3141369867549661e-06,3.1991098675496686e-07
1,-20,0,0,1,14,32.768,1,6.25e-05,2.2213419826086947e-06,3.233093565217391e-07
2,-20,0,0,2,14,32.768,36190,2.261875,1.9034359090909089e-06,2.710912424242424e-07
3,-20,0,0,3,14,32.768,1,6.25e-05,1.1296323636363641e-06,8.051041818181817e-08
4,-20,0,1,0,14,32.768,0,0.0,1.9210955416666658e-07,3.8162924999999983e-07
5,-20,0,1,1,14,32.768,37374,2.335875,8.991876496815287e-07,1.0292562993630572e-06
6,-20,0,1,2,14,32.768,0,0.0,1.5980033191489368e-07,2.896599148936171e-07
7,-20,0,1,3,14,32.768,16648,1.0405,8.431749837398374e-07,4.246090243902437e-08
8,-20,0,2,0,14,32.768,1,6.25e-05,2.2149198965517237e-06,4.4216157758620724e-07
9,-20,0,2,1,14,32.768,1,6.25e-05,9.541005154639176e-07,-4.219306185567008e-08
10,-20,0,2,2,14,32.768,28778,1.7986250000000001,2.188442037974684e-06,5.355785569620253e-07
11,-20,0,2,3,14,32.768,0,0.0,2.1474963223140493e-07,3.3051822314049575e-07
12,-20,0,3,0,14,32.768,51895,3.2434375,2.374499971428571e-06,4.0512462857142857e-07
13,-20,0,3,1,14,32.768,1,6.25e-05,1.0941940363636363e-06,4.4912724545454547e-07
14,-20,0,3,2,14,32.768,0,0.0,2.0292603896103903e-07,4.216180043290042e-07
15,-20,0,3,3,14,32.768,1,6.25e-05,1.0822079674796752e-06,1.8589934146341465e-07
16,-20,0,4,0,14,32.768,1,6.25e-05,1.931598903508772e-06,3.563698245614035e-07
17,-20,0,4,1,14,32.768,2597,0.1623125,2.132508014492753e-06,3.870435869565218e-07
18,-20,0,4,2,14,32.768,1414,0.088375,7.34403023529412e-07,4.3024404117647054e-07
19,-20,0,4,3,14,32.768,1430,0.089375,1.1530760487804879e-06,4.3204712195121937e-07
20,-20,0,5,0,14,32.768,0,0.0,1.6676134188034182e-07,3.297849230769229e-07
21,-20,0,5,1,14,32.768,1,6.25e-05,1.9370716228070178e-07,3.301637894736841e-07
22,-20,0,5,2,14,32.768,2386,0.149125,1.1479437624999997e-06,3.2490901249999977e-07
23,-20,0,5,3,14,32.768,1994,0.124625,1.5150869705882348e-06,2.3072341176470566e-07
24,-20,0,6,0,14,32.768,2746,0.171625,1.040429211382114e-06,4.0759260162601624e-08
25,-20,0,6,1,14,32.768,3593,0.2245625,1.2797116707317069e-06,3.801362682926831e-07
26,-20,0,6,2,14,32.768,1699,0.1061875,1.1334351886792454e-06,4.913330943396227e-07
27,-20,0,6,3,14,32.768,1,6.25e-05,1.2939372929292927e-06,2.112783939393941e-07
28,-20,0,7,0,14,32.768,1,6.25e-05,1.1592290300000003e-06,1.9308293e-07
29,-20,0,7,1,14,32.768,0,0.0,1.5669074774774768e-07,4.2821064414414426e-07
30,-20,0,7,2,14,32.768,19750,1.234375,5.126440060606062e-07,6.028589272727276e-07
31,-20,0,7,3,14,32.768,4826,0.30162500000000003,1.0251492160493822e-06,4.028842345679015e-07
32,-20,1,0,0,7,32.768,623199,4988.791000000001,0.0022966884659090907,1.3092479545454544e-05
33,-20,1,0,1,7,32.768,0,0.0,1.9240940930232563e-07,8.34812925581395e-07
34,-20,1,0,2,7,32.768,0,0.0,1.734003946188342e-07,6.614319775784753e-07
35,-20,1,0,3,7,32.768,2,0.019000000000000003,1.7366336915887853e-07,9.242591682242983e-07
36,-20,1,1,0,7,32.768,1000673,8007.794,0.0036980734975369457,1.6987166009852212e-05
37,-20,1,1,1,7,32.768,0,0.0,1.959715347826088e-07,9.417716652173917e-07
38,-20,1,1,2,7,32.768,985102,7883.834,0.0038803367804878036,1.4099652682926833e-05
39,-20,1,1,3,7,32.768,1,0.008,2.222054256880734e-06,9.199511100917432e-07
40,-20,1,2,0,7,32.768,223783,1626.341,0.0006810528757763976,3.0079094534161493e-06
41,-20,1,2,1,7,32.768,1,0.008,1.0705417297297306e-06,5.958322702702707e-07
42,-20,1,2,2,7,32.768,1,0.008,1.819067521367522e-06,9.091144871794871e-07
43,-20,1,2,3,7,32.768,0,0.0,1.8637745205479464e-07,1.1732983470319646e-06
44,-20,1,3,0,7,32.768,0,0.0,1.8963256194690264e-07,1.072534769911504e-06
45,-20,1,3,1,7,32.768,0,0.0,1.7462512328767133e-07,1.3973363378995434e-06
46,-20,1,3,2,7,32.768,0,0.0,1.9579607042253527e-07,1.5106540328638496e-06
47,-20,1,3,3,7,32.768,0,0.0,1.8226249758454111e-07,1.2422873140096618e-06
48,-20,1,4,0,7,32.768,1,0.009000000000000001,1.428679990476191e-06,1.856210952380952e-07
49,-20,1,4,1,7,32.768,0,0.0,1.810634080717488e-07,6.879550493273545e-07
50,-20,1,4,2,7,32.768,1,0.008,1.1809363265306124e-06,1.4646592857142856e-07
51,-20,1,4,3,7,32.768,307109,2454.922,0.0011554645604395606,5.470588351648349e-06
52,-20,1,5,0,7,32.768,0,0.0,1.725711045454545e-07,7.974084818181818e-07
53,-20,1,5,1,7,32.768,1,0.008,1.331960737373737e-06,2.3183752525252523e-07
54,-20,1,5,2,7,32.768,541151,4325.739,0.0020016421969696963,1.8445871439393936e-06
55,-20,1,5,3,7,32.768,355748,2845.838,0.0013289989312977094,1.9087640763358773e-06
56,-20,1,6,0,7,32.768,866023,6929.605,0.003240193789473684,1.263053473684211e-05
57,-20,1,6,1,7,32.768,0,0.0,1.755527885462556e-07,7.630165550660793e-07
58,-20,1,6,2,7,32.768,607317,4854.7570000000005,0.0022510838805970142,1.2343723656716423e-06
59,-20,1,6,3,7,32.768,543040,4344.607,0.0020219536567164173,2.548112776119403e-06
60,-20,1,7,0,7,32.768,1,0.008,9.437744351851853e-07,2.945353796296295e-07
61,-20,1,7,1,7,32.768,882589,7054.031,0.0032631906220095693,1.736157894736841e-05
62,-20,1,7,2,7,32.768,844871,6759.509000000001,0.0038423583644859815,1.6454400934579433e-05
63,-20,1,7,3,7,32.768,635330,5079.182,0.0023472836574074053,1.3048624537037025e-05
