,temp,design,group,inst,CTR,FreqRef (kHz),DOUT,Freq (kHz),VDD (V),Ivdd (A),Pvdd (W),VDD1v8 (V),Ivdd1v8 (A),Pvdd1v8 (W)
0,-20,0,0,0,14,32.768,18039,1.1274375,2.9999276923076916,1.8162607115384614e-06,5.4487667027078866e-06,1.7999997307692306,2.7963326923076907e-05,5.0333963537723086e-05
1,-20,0,0,1,14,32.768,16317,1.0198125,2.999916923076923,1.7155941923076913e-06,5.146779604800961e-06,1.8000040961538455,2.815368076923076e-05,5.067674753301922e-05
2,-20,0,0,2,14,32.768,1,6.25e-05,2.9998082978723413,1.3022317872340428e-06,3.906900140281489e-06,1.8000067872340428,2.82641914893617e-05,5.087573093950641e-05
3,-20,0,0,3,14,32.768,0,0.0,2.9999862264150954,8.788605660377358e-08,2.6366650945396225e-07,1.7999935660377355,2.812330188679246e-05,5.0621786892707544e-05
4,-20,0,1,0,14,32.768,25872,1.617,2.999928823529411,2.0750896470588236e-06,6.2252613676554905e-06,1.7999969607843134,2.8530517647058826e-05,5.135484976651571e-05
5,-20,0,1,1,14,32.768,1,6.25e-05,2.999899807692308,2.337394442307693e-06,7.012166636072111e-06,1.8000091923076922,2.8621450000000007e-05,5.151887576113654e-05
6,-20,0,1,2,14,32.768,1,6.25e-05,2.999821874999999,9.539507708333333e-07,2.861806813953958e-06,1.8000076666666665,2.8309731249999995e-05,5.095774460734166e-05
7,-20,0,1,3,14,32.768,0,0.0,2.999997169811322,1.104156037735849e-07,3.3125545903320746e-07,1.7999930943396225,2.859409056603773e-05,5.146917913320377e-05
8,-20,0,2,0,14,32.768,28075,1.7546875,2.9999288235294115,1.5404823725490191e-06,4.621462886359412e-06,1.7999966862745094,2.8472023529411768e-05,5.1249546270286266e-05
9,-20,0,2,1,14,32.768,0,0.0,3.0000005660377354,2.115519245283019e-07,6.346625139226415e-07,1.7999956981132077,2.8309271698113216e-05,5.0956586038037743e-05
10,-20,0,2,2,14,32.768,0,0.0,2.9999937735849054,1.5075356603773586e-07,4.522671956132075e-07,1.8000060943396223,2.8217986792452826e-05,5.0792568615486785e-05
11,-20,0,2,3,14,32.768,0,0.0,2.999988867924528,8.740611320754717e-08,2.622228102277358e-07,1.7999946792452823,2.813380188679245e-05,5.064070843336793e-05
12,-20,0,3,0,14,32.768,0,0.0,2.9999977358490555,1.5075552830188676e-07,4.522696321573584e-07,1.800004698113207,2.8414752830188674e-05,5.114671751253209e-05
13,-20,0,3,1,14,32.768,0,0.0,2.9999828301886793,1.8686509433962267e-07,5.606045107618868e-07,1.7999980566037734,2.8529664150943393e-05,5.135335271652832e-05
14,-20,0,3,2,14,32.768,18,0.0011250000000000001,2.9999920754716984,1.057554716981132e-07,3.1727213996150936e-07,1.80000379245283,2.851981886792453e-05,5.133580003720189e-05
15,-20,0,3,3,14,32.768,6541,0.4088125,2.999977924528303,2.200040566037736e-07,6.600155209513208e-07,1.8000218301886795,2.863594905660377e-05,5.1545348599967925e-05
