,temp,design,group,inst,CTR,FreqRef (kHz),DOUT,Freq (kHz),VDD (V),Ivdd (A),Pvdd (W),VDD1v8 (V),Ivdd1v8 (A),Pvdd1v8 (W)
0,30,0,0,0,14,32.768,0,0.0,2.999983653846153,1.2880509615384614e-07,3.8641754262557684e-07,1.1999781153846152,1.3039610288461536e-05,1.5647517517611543e-05
1,30,0,0,1,14,32.768,363776,22.736,3.0000149056603767,1.277905094339623e-05,3.833752847730189e-05,1.199999603773585,1.4231983018867925e-05,1.707837977136415e-05
2,30,0,0,2,14,32.768,7747,0.4841875,2.9998592156862744,1.8833117058823534e-06,5.649953608577647e-06,1.199995705882353,1.4009111764705884e-05,1.6810878006196078e-05
3,30,0,0,3,14,32.768,0,0.0,2.9999800000000008,6.889737735849056e-08,2.0669941712811322e-07,1.2000021132075471,1.4186522641509434e-05,1.7023873357179243e-05
4,30,0,1,0,14,32.768,601381,37.5863125,3.0000060377358495,1.9233918867924522e-05,5.770196071962264e-05,1.1999968113207544,1.371014528301887e-05,1.6452134877426415e-05
5,30,0,1,1,14,32.768,1,6.25e-05,2.9999458823529412,2.6153851176470587e-06,7.846193639937844e-06,1.1999962549019607,1.3898141176470592e-05,1.6677722249943134e-05
6,30,0,1,2,14,32.768,1,6.25e-05,2.9999366000000003,2.7644924200000013e-06,8.293651993251999e-06,1.2000026600000004,1.4003562000000002e-05,1.6804319901108005e-05
7,30,0,1,3,14,32.768,0,0.0,2.9999994339622633,1.1812328301886796e-07,3.5437615410924507e-07,1.199995,1.3895288679245286e-05,1.667429046587547e-05
8,30,0,2,0,14,32.768,601073,37.5670625,3.0000018867924525,1.8724894339622645e-05,5.6174783952377354e-05,1.2000021132075473,1.4124916981132078e-05,1.6949937603232074e-05
9,30,0,2,1,14,32.768,0,0.0,2.999990566037735,1.5947396226415094e-07,4.784235967928302e-07,1.1999999056603778,1.4004286792452833e-05,1.6805160832543402e-05
10,30,0,2,2,14,32.768,0,0.0,2.999989056603774,1.0805079245283022e-07,3.24156223370566e-07,1.20000137735849,1.4174477358490569e-05,1.7009408306407544e-05
11,30,0,2,3,14,32.768,0,0.0,2.9999869811320763,1.2983866037735846e-07,3.895183224954717e-07,1.20000779245283,1.404225471698113e-05,1.6850827620071697e-05
12,30,0,3,0,14,32.768,0,0.0,2.9999813461538456,2.178392692307692e-07,6.53515434696731e-07,1.200001019230769,1.4114298076923076e-05,1.6937186328365383e-05
13,30,0,3,1,14,32.768,0,0.0,2.999984528301887,1.202683962264151e-07,3.6081014370037735e-07,1.2000010754716977,1.395461509433962e-05,1.67455742796566e-05
14,30,0,3,2,14,32.768,315812,19.73825,2.9999026530612243,8.780095755102041e-06,2.6340404587324694e-05,1.1999931632653063,1.4114185714285713e-05,1.6936928263144897e-05
15,30,0,3,3,14,32.768,531328,33.208,3.000001132075471,1.6725122641509432e-05,5.0175418838811324e-05,1.199999886792453,1.4551466037735848e-05,1.746176789819057e-05
