,temp,design,group,inst,CTR,FreqRef (kHz),DOUT,Freq (kHz),VDD (V),Ivdd (A),Pvdd (W),VDD1v8 (V),Ivdd1v8 (A),Pvdd1v8 (W)
0,70,0,0,0,13,32.768,0,0.0,2.9999831428571433,1.916138714285714e-07,5.748426506142857e-07,1.1999927714285712,4.264282385714287e-06,5.1171617402995e-06
1,70,0,0,1,13,32.768,1162919,145.38712500000003,2.9992074999999994,5.728326562500001e-05,0.0001717876268216094,1.1999973593749997,4.433446406250001e-06,5.320113867365935e-06
2,70,0,0,2,13,32.768,1157787,144.73568749999998,2.9997834920634925,4.370008412698413e-05,0.00013110927047912696,1.1999976666666667,4.452725238095239e-06,5.3432467749747625e-06
3,70,0,0,3,13,32.768,1148374,143.551625,2.9989642187499994,5.3468915625000004e-05,0.00016032821515354686,1.20000053125,4.488606874999999e-06,5.386321008400938e-06
4,70,0,1,0,13,32.768,1925980,240.754125,2.999995774647887,0.00011445180281690141,0.00034335493015845073,1.1999975211267606,4.644263661971831e-06,5.57311359486507e-06
5,70,0,1,1,13,32.768,1,0.000125,2.9998341428571424,1.4534902571428572e-06,4.360479203851427e-06,1.2000061142857141,4.257417857142857e-06,5.108927348777e-06
6,70,0,1,2,13,32.768,1354279,169.2911875,2.9989380882352954,7.50210720588235e-05,0.00022497394823902945,1.200004294117647,4.644803823529412e-06,5.573777343510735e-06
7,70,0,1,3,13,32.768,0,0.0,2.999987916666667,2.1408488888888873e-07,6.422607830743057e-07,1.1999990416666666,4.201223888888887e-06,5.0414758988538875e-06
8,70,0,2,0,13,32.768,1882480,235.31512500000002,2.999998309859155,0.00011066374647887326,0.000331991053554648,1.199998126760563,4.508888169014084e-06,5.410662098050703e-06
9,70,0,2,1,13,32.768,0,0.0,2.9999899999999986,1.723445915492957e-07,5.170494895311269e-07,1.199996225352113,4.176081690140846e-06,5.011288818407183e-06
10,70,0,2,2,13,32.768,1673774,209.224,2.9996208450704223,0.00010564292112676054,0.0003168921031069999,1.1999993802816902,4.722291267605633e-06,5.666746791289298e-06
11,70,0,2,3,13,32.768,1561748,195.22081250000002,2.9989709859154936,9.371742253521128e-05,0.0002810398421371549,1.199998746478873,4.441515352112677e-06,5.329813261405353e-06
12,70,0,3,0,13,32.768,0,0.0,2.999975138888889,2.037581250000001e-07,6.112726512979168e-07,1.2000057083333335,4.29549125e-06,5.154624691502777e-06
13,70,0,3,1,13,32.768,124765,14.357,2.999827142857143,2.1238555999999996e-06,6.371591701673286e-06,1.200003785714286,4.238180857142856e-06,5.0858391749682845e-06
14,70,0,3,2,13,32.768,1823107,227.8943125,2.9999983333333335,0.00010822616666666669,0.00032467831759555544,1.200000513888889,4.6252926388888876e-06,5.5503593827463865e-06
15,70,0,3,3,13,32.768,1573418,196.6818125,2.999201408450704,9.005978028169014e-05,0.00027010347358014076,1.2000022394366194,4.548707746478875e-06,5.4584578385560586e-06
16,70,0,4,0,13,32.768,240086,30.007875,2.9999887500000004,1.3611424583333336e-05,4.0834262217752776e-05,1.2000021388888886,4.19497388888889e-06,5.0339812502054165e-06
17,70,0,4,1,13,32.768,226405,28.3023125,2.999999305555556,1.527667777777778e-05,4.583007675376389e-05,1.1999960277777781,4.1957806944444435e-06,5.034923043216388e-06
18,70,0,4,2,13,32.768,211458,26.4345,2.999995277777778,1.3874951388888889e-05,4.1624833512625e-05,1.199997819444445,4.2465200000000005e-06,5.095819181176665e-06
19,70,0,4,3,13,32.768,165070,20.634,2.999992957746478,1.1567429154929581e-05,3.4702304990870416e-05,1.199996943661972,4.1591711267605615e-06,4.990998523511829e-06
20,70,0,5,0,13,32.768,361048,45.133125,3.0000023611111115,2.3016784722222218e-05,6.905045702337501e-05,1.1999996944444447,4.3649061111111106e-06,5.23789055616514e-06
21,70,0,5,1,13,32.768,316725,39.5921875,3.0000076388888886,2.018733055555556e-05,6.056221045252778e-05,1.1999970277777776,4.220847083333332e-06,5.065007094766803e-06
22,70,0,5,2,13,32.768,282836,35.356875,2.9999994444444447,1.8769112500000004e-05,5.6307380403291686e-05,1.1999926944444443,4.208618750000001e-06,5.050314325419585e-06
23,70,0,5,3,13,32.768,217027,27.130125,3.0000059154929577,1.4461377464788734e-05,4.3384265777225345e-05,1.199995676056338,4.259436478873238e-06,5.111312721736198e-06
24,70,0,6,0,13,32.768,487430,60.9284375,2.9999814084507044,3.07105971830986e-05,9.2131332432e-05,1.2000006901408449,4.3334540845070415e-06,5.2001540355749296e-06
25,70,0,6,1,13,32.768,253721,31.8608125,2.9999937500000002,1.861183194444445e-05,5.5835501228124994e-05,1.2000009444444446,4.166590555555556e-06,4.999914851188892e-06
26,70,0,6,2,13,32.768,301361,37.670249999999996,3.0000001408450703,1.8307947887323946e-05,5.492389823232394e-05,1.1999972957746479,4.3010671830985915e-06,5.161275938031408e-06
27,70,0,6,3,13,32.768,232159,29.019750000000002,3.0000039436619725,1.5403256338028167e-05,4.620998981922535e-05,1.2000003239436619,4.208396760563381e-06,5.0500839497926766e-06
28,70,0,7,0,13,32.768,1,0.000125,2.999758732394366,6.591256056338029e-07,1.9772957991530985e-06,1.2000070422535214,4.124555633802817e-06,4.949494409981971e-06
29,70,0,7,1,13,32.768,391791,48.9729375,2.9999986111111117,2.487446388888889e-05,7.462349606233333e-05,1.1999975694444442,4.143149861111113e-06,4.971772975711111e-06
30,70,0,7,2,13,32.768,285469,35.68425,3.00000633802817,1.8191176056338025e-05,5.4573725744943655e-05,1.1999969154929577,4.216617042253521e-06,5.0599329823643665e-06
31,70,0,7,3,13,32.768,256265,32.032062499999995,3.0000066197183095,1.6385601408450706e-05,4.915697654347888e-05,1.1999978028169012,4.365832112676056e-06,5.238995342092677e-06
32,70,1,0,0,6,32.768,0,0.0,2.999980142857144,1.4772050000000002e-07,4.431603754135715e-07,1.1999268857142857,6.3685673714285705e-06,7.642473398165787e-06
33,70,1,0,1,6,32.768,1,0.016000000000000007,2.999865070422535,1.6268649154929579e-06,4.880610293065775e-06,1.1999999718309857,8.393875140845071e-06,1.0072871794210284e-05
34,70,1,0,2,6,32.768,1,0.016000000000000007,2.9998508571428575,1.6660530142857146e-06,4.9981682786001425e-06,1.2000030000000002,7.167582e-06,8.601124176433716e-06
35,70,1,0,3,6,32.768,1,0.016000000000000007,2.9998602857142864,1.6728494857142857e-06,5.018546544245143e-06,1.2000063428571426,7.973433285714287e-06,9.568172184500431e-06
36,70,1,1,0,6,32.768,1,0.016000000000000007,2.9998729032258074,3.5755577580645164e-06,1.0726678922312255e-05,1.1999700967741938,9.097720419354839e-06,1.0918508582444936e-05
37,70,1,1,1,6,32.768,0,0.0,2.9999930434782613,2.0831255072463764e-07,6.249459509249275e-07,1.1998664347826087,5.4648894347826106e-06,6.5581809075646386e-06
38,70,1,1,2,6,32.768,0,0.0,2.9999898550724637,1.2918988405797102e-07,3.875773237673912e-07,1.1998544492753624,4.055482855072465e-06,4.866640693765002e-06
39,70,1,1,3,6,32.768,1,0.016000000000000007,2.9999174626865655,2.392416134328358e-06,7.1771776219023905e-06,1.1999011492537313,8.335553492537314e-06,1.0002933988169135e-05
40,70,1,2,0,6,32.768,0,0.0,2.999983698630138,1.2074943835616446e-07,3.6225095313794527e-07,1.2000020684931507,1.055478493150685e-05,1.2665777981575342e-05
41,70,1,2,1,6,32.768,1,0.016000000000000007,2.999881285714285,1.7951737e-06,5.385552840038716e-06,1.2000028571428567,1.0493335714285717e-05,1.2592035994202857e-05
42,70,1,2,2,6,32.768,1,0.016000000000000007,2.999769295774647,5.337952816901409e-07,1.6013202673209863e-06,1.2000084225352117,1.1026591549295778e-05,1.3232005238698596e-05
43,70,1,2,3,6,32.768,0,0.0,2.999991388888889,9.33168611111111e-08,2.799575401081946e-07,1.200002791666666,1.0772413888888892e-05,1.2926936985912501e-05
44,70,1,3,0,6,32.768,1,0.016000000000000007,2.999810857142858,1.2566200999999994e-06,3.769855290867e-06,1.2000028857142853,1.1667888571428575e-05,1.4001498484355709e-05
45,70,1,3,1,6,32.768,1,0.016000000000000007,2.9998105633802816,1.1346867887323947e-06,3.404026461054366e-06,1.200004957746479,1.1616183098591553e-05,1.3939476514860561e-05
46,70,1,3,2,6,32.768,1,0.016000000000000007,2.999874722222222,1.721023083333333e-06,5.163079187945973e-06,1.2000063749999998,1.2173787499999998e-05,1.4608623091420826e-05
47,70,1,3,3,6,32.768,0,0.0,2.9999887500000004,2.1254504166666662e-07,6.376362111793058e-07,1.1999953611111112,1.2526025000000002e-05,1.503118142315139e-05
48,70,1,4,0,6,32.768,0,0.0,2.99999736111111,1.7458508333333339e-07,5.237630993319444e-07,1.1999934027777774,6.6400123611111115e-06,7.967981617779306e-06
49,70,1,4,1,6,32.768,1,0.016000000000000007,2.999794142857141,8.195902714285716e-07,2.4587678371528574e-06,1.2000079714285714,6.614548857142856e-06,7.937518736035574e-06
50,70,1,4,2,6,32.768,0,0.0,2.999988888888888,1.2342180555555556e-07,3.7027195056194434e-07,1.2000018472222216,6.677155972222223e-06,8.01261346882014e-06
51,70,1,4,3,6,32.768,0,0.0,2.999988904109589,1.6281915068493153e-07,4.884596312330137e-07,1.2000014657534246,6.561755616438358e-06,7.874127337562056e-06
52,70,1,5,0,6,32.768,1,0.016000000000000007,2.9998260869565203,1.4244196811594207e-06,4.273240126622751e-06,1.2000050144927534,7.649864637681162e-06,9.179876947241591e-06
53,70,1,5,1,6,32.768,1,0.016000000000000007,2.9998457142857156,1.3966944e-06,4.190060057140572e-06,1.2000053428571429,7.975706714285717e-06,9.570895006310429e-06
54,70,1,5,2,6,32.768,1,0.016000000000000007,2.999809436619717,9.158042253521131e-07,2.747374071976338e-06,1.2000068450704224,8.065969295774646e-06,9.679222046327328e-06
