,temp,design,group,inst,CTR,FreqRef (kHz),DOUT,Freq (kHz),VDD (V),Ivdd (A),Pvdd (W),VDD1v8 (V),Ivdd1v8 (A),Pvdd1v8 (W)
0,-40,0,0,0,14,32.768,9670,0.604375,2.999978405797101,2.9302116956521744e-06,8.790635232918408e-06,1.7997833768115943,2.1510557536231883e-06,3.871741400802276e-06
1,-40,0,0,1,14,32.768,6423,0.4014375,2.9999772222222223,2.3082778055555548e-06,6.924851124392779e-06,1.7999931111111112,6.86973875e-06,1.2365489236328467e-05
2,-40,0,0,2,14,32.768,1,6.25e-05,2.9997510144927535,6.412575362318842e-07,1.9236931969250724e-06,1.800016246376811,6.815351594202899e-06,1.226774462340348e-05
3,-40,0,0,3,14,32.768,0,0.0,2.999988472222221,2.1770220833333337e-07,6.531112632669447e-07,1.8000039166666661,6.968690694444447e-06,1.2543687764978336e-05
4,-40,0,1,0,14,32.768,4802,0.30012500000000003,2.999933749999999,1.6371884166666667e-06,4.911556810740694e-06,1.8000014305555554,6.983519722222225e-06,1.2570348258609164e-05
5,-40,0,1,1,14,32.768,1,6.25e-05,2.9999860563380283,3.163322042253522e-06,9.489973202133945e-06,1.7999979577464793,6.991815633802816e-06,1.2585256578637748e-05
6,-40,0,1,2,14,32.768,1,6.25e-05,3.0000000000000013,3.281936438356165e-06,9.845819129950684e-06,1.8000045616438352,7.106978904109591e-06,1.2792598427683836e-05
7,-40,0,1,3,14,32.768,0,0.0,3.0000067605633807,1.8410545070422535e-07,5.523251582121127e-07,1.8000025211267607,7.072251549295772e-06,1.2730094879669293e-05
8,-40,0,2,0,14,32.768,13415,0.8384375000000001,2.9998904225352097,5.241700704225349e-07,1.5724939539104225e-06,1.7999860985915495,7.060655915492961e-06,1.2709093852702675e-05
9,-40,0,2,1,14,32.768,0,0.0,2.9999856338028166,1.330218450704225e-07,3.990655144957747e-07,1.7999955352112684,6.7634638028169035e-06,1.217422814738141e-05
10,-40,0,2,2,14,32.768,0,0.0,2.9999879452054805,1.4803312328767122e-07,4.441034850480822e-07,1.7999964109589044,6.933765616438357e-06,1.2480771553618218e-05
11,-40,0,2,3,14,32.768,0,0.0,2.9999930555555547,1.1000308333333337e-07,3.3001235424055565e-07,1.7999933055555546,6.998665416666666e-06,1.2597572179198612e-05
12,-40,0,3,0,14,32.768,0,0.0,2.9999988888888893,2.2695694444444443e-07,6.808756288201389e-07,1.7999941805555555,6.875127083333332e-06,1.2375211372680416e-05
